Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
LISCS2,ABAB3,Ligusticum scoticum L. ssp. scoticum,Scottish licorice-root,Apiaceae
OSCL,ABAB3,Osmorhiza claytonii (Michx.) C.B. Clarke,Clayton's sweetroot,Apiaceae
OSCL,OSARB,Osmorhiza aristata (Thunb.) Makino & Yabe var. brevistylis (DC.) B. Boivin,hybrid violet,Apiaceae
OSCL,WACL,Washingtonia claytonii (Michx.) Britton,hybrid violet,Apiaceae
OSLO,ABAB3,Osmorhiza longistylis (Torr.) DC.,longstyle sweetroot,Apiaceae
OSLO,OSARL,Osmorhiza aristata (Thunb.) Makino & Yabe var. longistylis (Torr.) B. Boivin,hybrid violet,Apiaceae
OSLO,OSLOB,Osmorhiza longistylis (Torr.) DC. var. brachycoma S.F. Blake,hybrid violet,Apiaceae
OSLO,OSLOI,Osmorhiza longistylis (Torr.) DC. var. imbarbata Salamun,hybrid violet,Apiaceae
OSLO,OSLOV,Osmorhiza longistylis (Torr.) DC. var. villicaulis Fernald,hybrid violet,Apiaceae
OSLO,WALO2,Washingtonia longistylis (Torr.) Britton,hybrid violet,Apiaceae
OSMOR,ABAB3,Osmorhiza Raf.,sweetroot,Apiaceae
PASA2,ABAB3,Pastinaca sativa L.,wild parsnip,Apiaceae
PASA2,PASAP,Pastinaca sativa L. var. pratensis Pers.,hybrid violet,Apiaceae
PASTI,ABAB3,Pastinaca L.,parsnip,Apiaceae
PECR2,ABAB3,Petroselinum crispum (Mill.) Nyman ex A.W. Hill,parsley,Apiaceae
PECR2,APPE,Apium petroselinum L.,hybrid violet,Apiaceae
PECR2,CAPE33,Carum petroselinum (L.) Benth. & Hook. f.,hybrid violet,Apiaceae
PECR2,PEHO6,Petroselinum hortense Hoffm.,hybrid violet,Apiaceae
PECR2,PESA17,Petroselinum sativum Hoffm.,hybrid violet,Apiaceae
PECR2,PEVU4,Petroselinum vulgare Lagasca,hybrid violet,Apiaceae
PETRO6,ABAB3,Petroselinum J. Hill,parsley,Apiaceae
PIMPI,ABAB3,Pimpinella L.,burnet saxifrage,Apiaceae
PISA,ABAB3,Pimpinella saxifraga L.,solidstem burnet saxifrage,Apiaceae
PISAS,ABAB3,Pimpinella saxifraga L. ssp. saxifraga,solidstem burnet saxifrage,Apiaceae
PTCA,ABAB3,Ptilimnium capillaceum (Michx.) Raf.,herbwilliam,Apiaceae
PTILI,ABAB3,Ptilimnium Raf.,mock bishopweed,Apiaceae
SACA15,ABAB3,Sanicula canadensis L.,Canadian blacksnakeroot,Apiaceae
SACAC2,ABAB3,Sanicula canadensis L. var. canadensis,Canadian blacksnakeroot,Apiaceae
SACAC2,SACAF,Sanicula canadensis L. var. floridana (E.P. Bicknell) H. Wolff,hybrid violet,Apiaceae
SACAC2,SACAT,Sanicula canadensis L. var. typica H. Wolff,hybrid violet,Apiaceae
SACAC2,SAFL9,Sanicula floridana E.P. Bicknell,hybrid violet,Apiaceae
SAMA2,ABAB3,Sanicula marilandica L.,Maryland sanicle,Apiaceae
SAMA2,SAMAP,Sanicula marilandica L. var. petiolulata Fernald,hybrid violet,Apiaceae
SANIC,ABAB3,Sanicula L.,sanicle,Apiaceae
SAOD,ABAB3,Sanicula odorata (Raf.) K.M. Pryer & L.R. Phillippe,clustered blacksnakeroot,Apiaceae
SAOD,SAGR6,Sanicula gregaria E.P. Bicknell,hybrid violet,Apiaceae
SAOD,TROD2,Triclinium odoratum Raf.,hybrid violet,Apiaceae
SATR4,ABAB3,Sanicula trifoliata E.P. Bicknell,largefruit blacksnakeroot,Apiaceae
SICA12,ABAB3,Sium carsonii Durand ex A. Gray,Carson's waterparsnip,Apiaceae
SISU2,ABAB3,Sium suave Walter,hemlock waterparsnip,Apiaceae
SISU2,SICI2,Sium cicutifolium Schrank,hybrid violet,Apiaceae
SISU2,SIFL,Sium floridanum Small,hybrid violet,Apiaceae
SISU2,SISUF,Sium suave Walter var. floridanum (Small) C.F. Reed,hybrid violet,Apiaceae
SIUM,ABAB3,Sium L.,waterparsnip,Apiaceae
TAENI,ABAB3,Taenidia (Torr. & A. Gray) Drude,taenidia,Apiaceae
TAIN,ABAB3,Taenidia integerrima (L.) Drude,yellow pimpernel,Apiaceae
ZIAP,ABAB3,Zizia aptera (A. Gray) Fernald,meadow zizia,Apiaceae
ZIAP,ZIAPO,Zizia aptera (A. Gray) Fernald var. occidentalis Fernald,hybrid violet,Apiaceae
ZIAP,ZICO,Zizia cordata W.D.J. Koch ex DC.,hybrid violet,Apiaceae
ZIAU,ABAB3,Zizia aurea (L.) W.D.J. Koch,golden zizia,Apiaceae
ZIZIA,ABAB3,Zizia W.D.J. Koch,zizia,Apiaceae
AMSON,ABAB3,Amsonia Walter,bluestar,Apocynaceae
AMTA2,ABAB3,Amsonia tabernaemontana Walter,eastern bluestar,Apocynaceae
APAN2,ABAB3,Apocynum androsaemifolium L.,spreading dogbane,Apocynaceae
APAN2,APAM2,Apocynum ambigens Greene,hybrid violet,Apocynaceae
APAN2,APANP,Apocynum androsaemifolium L. ssp. pumilum (A. Gray) B. Boivin,hybrid violet,Apocynaceae
APAN2,APANG2,Apocynum androsaemifolium L. var. glabrum Macoun,hybrid violet,Apocynaceae
APAN2,APANG4,Apocynum androsaemifolium L. var. griseum (Greene) Bég. & Beloserky,hybrid violet,Apocynaceae
APAN2,APANI3,Apocynum androsaemifolium L. var. incanum A. DC.,hybrid violet,Apocynaceae
APAN2,APANI2,Apocynum androsaemifolium L. var. intermedium Woodson,hybrid violet,Apocynaceae
APAN2,APANP3,Apocynum androsaemifolium L. var. pumilum A. Gray,hybrid violet,Apocynaceae
APAN2,APANT2,Apocynum androsaemifolium L. var. tomentellum (Greene) B. Boivin,hybrid violet,Apocynaceae
APAN2,APANW2,Apocynum androsaemifolium L. var. woodsonii B. Boivin,hybrid violet,Apocynaceae
APAN2,APPU,Apocynum pumilum (A. Gray) Greene,hybrid violet,Apocynaceae
APAN2,APPUR,Apocynum pumilum (A. Gray) Greene var. rhomboideum (Greene) Bég. & Beloserky,hybrid violet,Apocynaceae
APAN2,APSC,Apocynum scopulorum Greene ex Rydb.,hybrid violet,Apocynaceae
APCA,ABAB3,Apocynum cannabinum L.,Indianhemp,Apocynaceae
APCA,APCAA,Apocynum cannabinum L. var. angustifolium (Wooton) N.H. Holmgren,hybrid violet,Apocynaceae
APCA,APCAG,Apocynum cannabinum L. var. glaberrimum A. DC.,hybrid violet,Apocynaceae
APCA,APCAG2,Apocynum cannabinum L. var. greeneanum (Bég. & Beloserky) Woodson,hybrid violet,Apocynaceae
APCA,APCAH,Apocynum cannabinum L. var. hypericifolium (Aiton) A. Gray,hybrid violet,Apocynaceae
APCA,APCAN,Apocynum cannabinum L. var. nemorale (G.S. Mill.) Fernald,hybrid violet,Apocynaceae
APCA,APCAP2,Apocynum cannabinum L. var. pubescens (Mitchell ex R. Br.) Woodson,hybrid violet,Apocynaceae
APCA,APCAS,Apocynum cannabinum L. var. suksdorfii (Greene) Bég. & Beloserky,hybrid violet,Apocynaceae
APCA,APHY2,Apocynum hypericifolium Aiton,hybrid violet,Apocynaceae
APCA,APPU2,Apocynum pubescens Mitchell ex R. Br.,hybrid violet,Apocynaceae
APCA,APSI,Apocynum sibiricum Jacq.,hybrid violet,Apocynaceae
APCA,APSIC,Apocynum sibiricum Jacq. var. cordigerum (Greene) Fernald,hybrid violet,Apocynaceae
APCA,APSIF,Apocynum sibiricum Jacq. var. farwellii (Greene) Fernald,hybrid violet,Apocynaceae
APCA,APSIS,Apocynum sibiricum Jacq. var. salignum (Greene) Fernald,hybrid violet,Apocynaceae
APCA,APSU,Apocynum suksdorfii Greene,hybrid violet,Apocynaceae
APCA,APSUA2,Apocynum suksdorfii Greene var. angustifolium (Wooton) Woodson,hybrid violet,Apocynaceae
APFL,ABAB3,Apocynum ×floribundum Greene (pro sp.) [androsaemifolium × cannabinum],hybrid violet,Apocynaceae
APFL,APJO,Apocynum jonesii Woodson,hybrid violet,Apocynaceae
APFL,APME,Apocynum medium Greene,hybrid violet,Apocynaceae
APFL,APMEF,Apocynum medium Greene var. floribundum (Greene) Woodson,hybrid violet,Apocynaceae
APFL,APMEL2,Apocynum medium Greene var. leuconeuron (Greene) Woodson,hybrid violet,Apocynaceae
APFL,APMEL,Apocynum medium Greene var. lividum (Greene) Woodson,hybrid violet,Apocynaceae
APFL,APMES,Apocynum medium Greene var. sarniense (Greene) Woodson,hybrid violet,Apocynaceae
APFL,APMEV,Apocynum medium Greene var. vestitum (Greene) Woodson,hybrid violet,Apocynaceae
APFL,APMI2,Apocynum milleri Britton,hybrid violet,Apocynaceae
APOCY,ABAB3,Apocynum L.,dogbane,Apocynaceae
VIMI2,ABAB3,Vinca minor L.,common periwinkle,Apocynaceae
VINCA,ABAB3,Vinca L.,periwinkle,Apocynaceae
ILCR2,ABAB3,Ilex crenata Thunb.,Japanese holly,Aquifoliaceae
ILEX,ABAB3,Ilex L.,holly,Aquifoliaceae
ILGL,ABAB3,Ilex glabra (L.) A. Gray,inkberry,Aquifoliaceae
ILLA,ABAB3,Ilex laevigata (Pursh) A. Gray,smooth winterberry,Aquifoliaceae
ILMO,ABAB3,Ilex montana Torr. & A. Gray ex A. Gray,mountain holly,Aquifoliaceae
ILMO,ILAMM,Ilex ambigua (Michx.) Torr. var. montana (Torr. & A. Gray ex A. Gray) H.E. Ahles,hybrid violet,Aquifoliaceae
ILMO,ILAMM3,Ilex ambigua (Michx.) Torr. var. monticola (A. Gray) Wunderlin & Poppleton,hybrid violet,Aquifoliaceae
ILMO,ILAMM2,Ilex amelanchier M.A. Curtis ex Chapm. var. monticola (A. Gray) Alph. Wood,hybrid violet,Aquifoliaceae
ILMO,ILMO3,Ilex monticola A. Gray,hybrid violet,Aquifoliaceae
ILMU,ABAB3,"Ilex mucronata (L.) Powell, Savolainen & Andrews",catberry,Aquifoliaceae
ILMU,NEMU2,Nemopanthus mucronatus (L.) Loes.,hybrid violet,Aquifoliaceae
ILMU,VAMU2,Vaccinium mucronatum L.,hybrid violet,Aquifoliaceae
ILOP,ABAB3,Ilex opaca Aiton,American holly,Aquifoliaceae
ILOPO,ABAB3,Ilex opaca Aiton var. opaca,American holly,Aquifoliaceae
ILVE,ABAB3,Ilex verticillata (L.) A. Gray,common winterberry,Aquifoliaceae
ILVE,ILBR,Ilex bronxensis Britton,hybrid violet,Aquifoliaceae
ILVE,ILFA,Ilex fastigiata E.P. Bicknell,hybrid violet,Aquifoliaceae
ILVE,ILVEC,Ilex verticillata (L.) A. Gray var. cyclophylla B.L. Rob.,hybrid violet,Aquifoliaceae
ILVE,ILVEF,Ilex verticillata (L.) A. Gray var. fastigiata (E.P. Bicknell) Fernald,hybrid violet,Aquifoliaceae
ILVE,ILVEP,Ilex verticillata (L.) A. Gray var. padifolia (Willd.) Torr. & A. Gray ex S. Watson,hybrid violet,Aquifoliaceae
ILVE,ILVET,Ilex verticillata (L.) A. Gray var. tenuifolia (Torr.) S. Watson,hybrid violet,Aquifoliaceae
ARDR3,ABAB3,Arisaema dracontium (L.) Schott,green dragon,Araceae
ARDR3,MUDR,Muricauda dracontium (L.) Small,hybrid violet,Araceae
ARISA,ABAB3,Arisaema Mart.,Jack in the pulpit,Araceae
ARTR,ABAB3,Arisaema triphyllum (L.) Schott,Jack in the pulpit,Araceae
ARTRP,ABAB3,Arisaema triphyllum (L.) Schott ssp. pusillum (Peck) Huttleston,Jack in the pulpit,Araceae
ARTRP,ARAC7,Arisaema acuminatum Small,hybrid violet,Araceae
ARTRP,ARPU17,Arisaema pusillum (Peck) Nash,hybrid violet,Araceae
ARTRS,ABAB3,Arisaema triphyllum (L.) Schott ssp. stewardsonii (Britton) Huttleston,Jack in the pulpit,Araceae
ARTRS,ARATS,Arisaema atrorubens (Aiton) Blume var. stewardsonii (Britton) G.T. Stevens,hybrid violet,Araceae
ARTRS,ARST9,Arisaema stewardsonii Britton,hybrid violet,Araceae
ARTRT3,ABAB3,Arisaema triphyllum (L.) Schott ssp. triphyllum,Jack in the pulpit,Araceae
ARTRT3,ARAT5,Arisaema atrorubens (Aiton) Blume,hybrid violet,Araceae
CALLA,ABAB3,Calla L.,callalily,Araceae
CAPA,ABAB3,Calla palustris L.,water arum,Araceae
ORAQ,ABAB3,Orontium aquaticum L.,goldenclub,Araceae
ORONT,ABAB3,Orontium L.,goldenclub,Araceae
PELTA,ABAB3,Peltandra Raf.,arrow arum,Araceae
PEVI,ABAB3,Peltandra virginica (L.) Schott,green arrow arum,Araceae
PEVI,PETH8,Peltandra tharpii F.A. Barkley,hybrid violet,Araceae
PINEL,ABAB3,Pinellia Ten.,pinellia,Araceae
PIST2,ABAB3,Pistia stratiotes L.,water lettuce,Araceae
PISTI,ABAB3,Pistia L.,pistia,Araceae
PITE,ABAB3,Pinellia ternata (Thunb.) Makino ex Breitenbach,crowdipper,Araceae
SYFO,ABAB3,Symplocarpus foetidus (L.) Salisb. ex W.P.C. Barton,skunk cabbage,Araceae
SYFO,SPFO2,Spathyema foetida (L.) Raf.,hybrid violet,Araceae
SYMPL,ABAB3,Symplocarpus Salisb. ex W.P.C. Barton,skunk cabbage,Araceae
ARALI,ABAB3,Aralia L.,spikenard,Araliaceae
AREL8,ABAB3,Aralia elata (Miq.) Seem.,Japanese angelica tree,Araliaceae
AREL8,DIEL,Dimorphanthus elatus Miq.,hybrid violet,Araliaceae
ARHI2,ABAB3,Aralia hispida Vent.,bristly sarsaparilla,Araliaceae
ARNU2,ABAB3,Aralia nudicaulis L.,wild sarsaparilla,Araliaceae
ARRA,ABAB3,Aralia racemosa L.,American spikenard,Araliaceae
ARRAR,ABAB3,Aralia racemosa L. ssp. racemosa,American spikenard,Araliaceae
ARSP2,ABAB3,Aralia spinosa L.,devil's walkingstick,Araliaceae
ELEUT3,ABAB3,Eleutherococcus Maxim.,ginseng,Araliaceae
ELPE6,ABAB3,Eleutherococcus pentaphyllus (Siebold & Zucc.) Nakai,ginseng,Araliaceae
ELPE6,ACSI2,Acanthopanax sieboldianus Makino,hybrid violet,Araliaceae
ELPE6,ARPE17,Aralia pentaphylla Siebold & Zucc.,hybrid violet,Araliaceae
HEDER,ABAB3,Hedera L.,ivy,Araliaceae
HEHE,ABAB3,Hedera helix L.,English ivy,Araliaceae
KALOP,ABAB3,Kalopanax Miq.,castor aralia,Araliaceae
KASE,ABAB3,Kalopanax septemlobus (Thunb.) Koidz,castor aralia,Araliaceae
KASE,KAPI2,Kalopanax pictus (Thunb.) Nakai,hybrid violet,Araliaceae
PANAX,ABAB3,Panax L.,ginseng,Araliaceae
PAQU,ABAB3,Panax quinquefolius L.,American ginseng,Araliaceae
PATR2,ABAB3,Panax trifolius L.,dwarf ginseng,Araliaceae
ARIST2,ABAB3,Aristolochia L.,dutchman's pipe,Aristolochiaceae
ARMA7,ABAB3,Aristolochia macrophylla Lam.,pipevine,Aristolochiaceae
ARMA7,ARDU2,Aristolochia durior Hill,hybrid violet,Aristolochiaceae
ARMA7,ISMA4,Isotrema macrophyllum (Lam.) C.F. Reed,hybrid violet,Aristolochiaceae
ARSE3,ABAB3,Aristolochia serpentaria L.,Virginia snakeroot,Aristolochiaceae
ARSE3,ARCO20,Aristolochia convolvulacea Small,hybrid violet,Aristolochiaceae
ARSE3,ARHA4,Aristolochia hastata Nutt.,hybrid violet,Aristolochiaceae
ARSE3,ARNA2,Aristolochia nashii Kearney,hybrid violet,Aristolochiaceae
ARSE3,ARSEH,Aristolochia serpentaria L. var. hastata (Nutt.) Duch.,hybrid violet,Aristolochiaceae
ARSE3,ARSEN,Aristolochia serpentaria L. var. nashii (Kearney) H.E. Ahles,hybrid violet,Aristolochiaceae
ARSE3,ENSE4,Endodeca serpentaria (L.) Raf.,hybrid violet,Aristolochiaceae
ARSE3,ENSEH,Endodeca serpentaria (L.) Raf. var. hastata (Nutt.) C.F. Reed,hybrid violet,Aristolochiaceae
ARTO3,ABAB3,Aristolochia tomentosa Sims,woolly dutchman's pipe,Aristolochiaceae
ARTO3,ISTO,Isotrema tomentosa (Sims) Huber,hybrid violet,Aristolochiaceae
ARTO3,ISTO2,Isotrema tomentosum (Sims) H. Huber,hybrid violet,Aristolochiaceae
ASARU,ABAB3,Asarum L.,wildginger,Aristolochiaceae
ASCA,ABAB3,Asarum canadense L.,Canadian wildginger,Aristolochiaceae
ASCA,ASAC7,Asarum acuminatum (Ashe) E.P. Bicknell,hybrid violet,Aristolochiaceae
ASCA,ASCAA,Asarum canadense L. var. acuminatum Ashe,hybrid violet,Aristolochiaceae
ASCA,ASCAA2,Asarum canadense L. var. ambiguum (E.P. Bicknell) Farw.,hybrid violet,Aristolochiaceae
ASCA,ASCAR,Asarum canadense L. var. reflexum (E.P. Bicknell) B.L. Rob.,hybrid violet,Aristolochiaceae
ASCA,ASRE10,Asarum reflexum E.P. Bicknell,hybrid violet,Aristolochiaceae
ASCA,ASRU9,Asarum rubrocinctum Peattie,hybrid violet,Aristolochiaceae
ASAM,ABAB3,Asclepias amplexicaulis Sm.,clasping milkweed,Asclepiadaceae
ASCLE,ABAB3,Asclepias L.,milkweed,Asclepiadaceae
ASEX,ABAB3,Asclepias exaltata L.,poke milkweed,Asclepiadaceae
ASEX,ASBI11,Asclepias bicknellii Vail,hybrid violet,Asclepiadaceae
ASEX,ASPH3,Asclepias phytolaccoides Pursh,hybrid violet,Asclepiadaceae
ASIN,ABAB3,Asclepias incarnata L.,swamp milkweed,Asclepiadaceae
ASINI,ABAB3,Asclepias incarnata L. ssp. incarnata,swamp milkweed,Asclepiadaceae
ASINP2,ABAB3,Asclepias incarnata L. ssp. pulchra (Ehrh. ex Willd.) Woodson,swamp milkweed,Asclepiadaceae
ASINP2,ASINN,Asclepias incarnata L. var. neoscotica Fernald,hybrid violet,Asclepiadaceae
ASINP2,ASINP,Asclepias incarnata L. var. pulchra (Ehrh. ex Willd.) Pers.,hybrid violet,Asclepiadaceae
ASINP2,ASPU13,Asclepias pulchra Ehrh. ex Willd.,hybrid violet,Asclepiadaceae
ASPU2,ABAB3,Asclepias purpurascens L.,purple milkweed,Asclepiadaceae
ASQU,ABAB3,Asclepias quadrifolia Jacq.,fourleaf milkweed,Asclepiadaceae
ASSY,ABAB3,Asclepias syriaca L.,common milkweed,Asclepiadaceae
ASSY,ASIN13,Asclepias intermedia Vail,hybrid violet,Asclepiadaceae
ASSY,ASKA3,Asclepias kansana Vail,hybrid violet,Asclepiadaceae
ASSY,ASSYK,Asclepias syriaca L. var. kansana (Vail) Palmer & Steyerm.,hybrid violet,Asclepiadaceae
ASTU,ABAB3,Asclepias tuberosa L.,butterfly milkweed,Asclepiadaceae
ASTUI,ABAB3,Asclepias tuberosa L. ssp. interior Woodson,butterfly milkweed,Asclepiadaceae
ASTUI,ASTUT,Asclepias tuberosa L. ssp. terminalis Woodson,hybrid violet,Asclepiadaceae
ASTUI,ASTUI2,Asclepias tuberosa L. var. interior (Woodson) Shinners,hybrid violet,Asclepiadaceae
ASTUT2,ABAB3,Asclepias tuberosa L. ssp. tuberosa,butterfly milkweed,Asclepiadaceae
ASVA,ABAB3,Asclepias variegata L.,redring milkweed,Asclepiadaceae
ASVA,BIVA4,Biventraria variegata (L.) Small,hybrid violet,Asclepiadaceae
ASVE,ABAB3,Asclepias verticillata L.,whorled milkweed,Asclepiadaceae
ASVI,ABAB3,Asclepias viridiflora Raf.,green comet milkweed,Asclepiadaceae
ASVI,ACVI4,Acerates viridiflora (Raf.) Pursh ex Eaton,hybrid violet,Asclepiadaceae
ASVI,ACVII,Acerates viridiflora (Raf.) Pursh ex Eaton var. ivesii Britton,hybrid violet,Asclepiadaceae
ASVI,ACVIL,Acerates viridiflora (Raf.) Pursh ex Eaton var. linearis A. Gray,hybrid violet,Asclepiadaceae
ASVI,ASVIL,Asclepias viridiflora Raf. var. lanceolata Torr.,hybrid violet,Asclepiadaceae
ASVI,ASVIL2,Asclepias viridiflora Raf. var. linearis (A. Gray) Fernald,hybrid violet,Asclepiadaceae
CYLO11,ABAB3,Cynanchum louiseae Kartesz & Gandhi,Louise's swallow-wort,Asclepiadaceae
CYLO11,CYNI,"Cynanchum nigrum (L.) Pers., non Cav.",hybrid violet,Asclepiadaceae
CYLO11,VINI3,Vincetoxicum nigrum (L.) Moench,hybrid violet,Asclepiadaceae
CYNAN,ABAB3,Cynanchum L.,swallow-wort,Asclepiadaceae
CYRO8,ABAB3,Cynanchum rossicum (Kleopow) Borhidi,European swallow-wort,Asclepiadaceae
CYRO8,CYME5,Cynanchum medium auct. non R. Br.,hybrid violet,Asclepiadaceae
CYRO8,VIME4,Vincetoxicum medium auct. non (R. Br.) Decne.,hybrid violet,Asclepiadaceae
CYRO8,VIRO9,Vincetoxicum rossicum (Kleopow) Barbarich,hybrid violet,Asclepiadaceae
PEGR9,ABAB3,Periploca graeca L.,silkvine,Asclepiadaceae
PERIP,ABAB3,Periploca L.,periploca,Asclepiadaceae
ASEB,ABAB3,Asplenium ×ebenoides R.R. Scott (pro sp.) [platyneuron × rhizophyllum],spleenwort,Aspleniaceae
ASEB,ASEB2,×Asplenosorus ebenoides (R.R. Scott) Wherry,hybrid violet,Aspleniaceae
ASMO2,ABAB3,Asplenium montanum Willd.,mountain spleenwort,Aspleniaceae
ASPI,ABAB3,Asplenium pinnatifidum Nutt.,lobed spleenwort,Aspleniaceae
ASPI,ASPI9,×Asplenosorus pinnatifidus (Nutt.) Mickel,hybrid violet,Aspleniaceae
ASPL,ABAB3,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb.",ebony spleenwort,Aspleniaceae
ASPLE,ABAB3,Asplenium L.,spleenwort,Aspleniaceae
ASPLP,ABAB3,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron",ebony spleenwort,Aspleniaceae
ASPLP,ASPLI,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. incisum (Howe ex Peck) B.L. Rob.",hybrid violet,Aspleniaceae
ASRH2,ABAB3,Asplenium rhizophyllum L.,walking fern,Aspleniaceae
ASRH2,CARH8,Camptosorus rhizophyllus (L.) Link,hybrid violet,Aspleniaceae
ASRU2,ABAB3,Asplenium ruta-muraria L.,wallrue,Aspleniaceae
ASRUC,ABAB3,Asplenium ruta-muraria L. var. cryptolepis (Fernald) Wherry,wallrue,Aspleniaceae
ASRUC,ASCR10,Asplenium cryptolepis Fernald,hybrid violet,Aspleniaceae
ASTR2,ABAB3,Asplenium trichomanes L.,maidenhair spleenwort,Aspleniaceae
ASTRQ,ABAB3,Asplenium trichomanes L. ssp. quadrivalens D.E. Mey.,maidenhair spleenwort,Aspleniaceae
ASTRT,ABAB3,Asplenium trichomanes L. ssp. trichomanes,maidenhair spleenwort,Aspleniaceae
ACAG3,ABAB3,Achillea ageratum L.,sweet-Nancy,Asteraceae
ACHIL,ABAB3,Achillea L.,yarrow,Asteraceae
ACMI2,ABAB3,Achillea millefolium L.,common yarrow,Asteraceae
ACMIO,ABAB3,Achillea millefolium L. var. occidentalis DC.,western yarrow,Asteraceae
ACMIO,ACAN7,Achillea angustissima Rydb.,hybrid violet,Asteraceae
ACMIO,ACAS2,Achillea aspleniifolia auct. non Vent.,hybrid violet,Asteraceae
ACMIO,ACER2,Achillea eradiata Piper,hybrid violet,Asteraceae
ACMIO,ACGR5,Achillea gracilis Raf.,hybrid violet,Asteraceae
ACMIO,ACLA5,Achillea lanulosa Nutt.,hybrid violet,Asteraceae
ACMIO,ACLAT,Achillea lanulosa Nutt. ssp. typica D.D. Keck,hybrid violet,Asteraceae
ACMIO,ACLAA3,Achillea lanulosa Nutt. var. arachnoidea Lunell,hybrid violet,Asteraceae
ACMIO,ACLAE,Achillea lanulosa Nutt. var. eradiata (Piper) M. Peck,hybrid violet,Asteraceae
ACMIO,ACLA3,Achillea laxiflora Pollard & Cockerell,hybrid violet,Asteraceae
ACMIO,ACMIL,Achillea millefolium L. ssp. lanulosa (Nutt.) Piper,hybrid violet,Asteraceae
ACMIO,ACMIO2,Achillea millefolium L. ssp. occidentalis (DC.) Hyl.,hybrid violet,Asteraceae
ACMIO,ACMIP5,Achillea millefolium L. ssp. pallidotegula B. Boivin,hybrid violet,Asteraceae
ACMIO,ACMIA4,Achillea millefolium L. var. aspleniifolia (Vent.) Farw.,hybrid violet,Asteraceae
ACMIO,ACMIG2,Achillea millefolium L. var. gracilis (Raf.) Raf. ex DC.,hybrid violet,Asteraceae
ACMIO,ACMIL3,Achillea millefolium L. var. lanulosa (Nutt.) Piper,hybrid violet,Asteraceae
ACMIO,ACMIR,Achillea millefolium L. var. rosea (Desf.) Torr. & A. Gray,hybrid violet,Asteraceae
ACMIO,ACMIR2,Achillea millefolium L. var. russeolata B. Boivin,hybrid violet,Asteraceae
ACMIO,ACOC,Achillea occidentalis (DC.) Raf. ex Rydb.,hybrid violet,Asteraceae
ACMIO,ACRO4,Achillea rosea Desf.,hybrid violet,Asteraceae
ACMIO,ACTO3,"Achillea tomentosa Pursh, non L.",hybrid violet,Asteraceae
ACPT,ABAB3,Achillea ptarmica L.,sneezeweed,Asteraceae
AGAL5,ABAB3,Ageratina altissima (L.) R.M. King & H. Rob.,white snakeroot,Asteraceae
AGALA,ABAB3,Ageratina altissima (L.) R.M. King & H. Rob. var. altissima,white snakeroot,Asteraceae
AGALA,AGAL9,"Ageratum altissimum L., non Eupatorium altissimum L.",hybrid violet,Asteraceae
AGALA,EURU6,Eupatorium rugosum Houtt.,hybrid violet,Asteraceae
AGALA,EURUC,Eupatorium rugosum Houtt. var. chlorolepis Fernald,hybrid violet,Asteraceae
AGALA,EURUT,Eupatorium rugosum Houtt. var. tomentellum (B.L. Rob.) S.F. Blake,hybrid violet,Asteraceae
AGALA,EURUV,Eupatorium rugosum Houtt. var. villicaule (Fernald) S.F. Blake,hybrid violet,Asteraceae
AGALA,EUURT,Eupatorium urticifolium Reichard var. tomentellum B.L. Rob.,hybrid violet,Asteraceae
AGAR4,ABAB3,Ageratina aromatica (L.) Spach,lesser snakeroot,Asteraceae
AGARA,ABAB3,Ageratina aromatica (L.) Spach var. aromatica,lesser snakeroot,Asteraceae
AGARA,EUAR7,Eupatorium aromaticum L.,hybrid violet,Asteraceae
AGARA,EUARA,Eupatorium aromaticum L. var. aromaticum,hybrid violet,Asteraceae
AGARA,EULA11,Eupatorium latidens Small,hybrid violet,Asteraceae
AGCO,ABAB3,Ageratum conyzoides L.,tropical whiteweed,Asteraceae
AGERA,ABAB3,Ageratum L.,whiteweed,Asteraceae
AGERA2,ABAB3,Ageratina Spach,snakeroot,Asteraceae
AGHO3,ABAB3,Ageratum houstonianum Mill.,bluemink,Asteraceae
AMAR2,ABAB3,Ambrosia artemisiifolia L.,annual ragweed,Asteraceae
AMARA2,ABAB3,Ambrosia artemisiifolia L. var. artemisiifolia,annual ragweed,Asteraceae
AMARE,ABAB3,Ambrosia artemisiifolia L. var. elatior (L.) Descourtils,annual ragweed,Asteraceae
AMARE,AMEL2,Ambrosia elatior L.,hybrid violet,Asteraceae
AMBI2,ABAB3,Ambrosia bidentata Michx.,lanceleaf ragweed,Asteraceae
AMBRO,ABAB3,Ambrosia L.,ragweed,Asteraceae
AMHE3,ABAB3,Ambrosia ×helenae Rouleau [artemisiifolia × trifida],ragweed,Asteraceae
AMPS,ABAB3,Ambrosia psilostachya DC.,Cuman ragweed,Asteraceae
AMPS,AMCA10,Ambrosia californica Rydb.,hybrid violet,Asteraceae
AMPS,AMCO5,Ambrosia coronopifolia Torr. & A. Gray,hybrid violet,Asteraceae
AMPS,AMCU2,Ambrosia cumanensis auct. non Kunth,hybrid violet,Asteraceae
AMPS,AMPSC,Ambrosia psilostachya DC. var. californica (Rydb.) S.F. Blake,hybrid violet,Asteraceae
